Time,PSim_Time,Alt-AGL-ft,Alt-ft,KIAS,Mach,Vg-kt,DownV-fps,EastV-fps,NorthV-fps,Nx,Ny,Nz,alpha-deg,beta-deg,HDG-rad,phi-deg,theta-deg,psi-deg,sigma-rad,ail,elev,rud,OAT-C,KIAS_filt
1970-01-01 18:44:11.070312500,67451.0703125,8570.8,10328.6,176.3,0.32021,206.33,3.17,66.43,341.85,0.1338,-0.019,1.0512,7.7151,1.4577,0.2011,23.2736,7.1412,11.5235,0.1919,0.0,0.0,0.0,-2.687,176.22517557064458
1970-01-01 18:44:11.250000000,67451.25,8570.8,10328.3,176.3,0.3202,206.35,3.26,68.58,341.46,0.1354,-0.0193,1.0576,7.7729,1.4814,0.2093,24.0733,7.1645,11.9927,0.1982,0.0,0.0,0.0,-2.686,176.2332273251931
1970-01-01 18:44:11.460937500,67451.4609375,8570.7,10327.9,176.3,0.32017,206.37,3.37,71.27,340.94,0.1374,-0.0197,1.0658,7.8463,1.5088,0.2195,25.0332,7.1942,12.5792,0.2061,0.0,0.0,0.0,-2.685,176.24110120564154
1970-01-01 18:44:11.710937500,67451.7109375,8570.6,10327.4,176.3,0.32015,206.39,3.47,74.2,340.35,0.1397,-0.02,1.0748,7.9275,1.5361,0.2307,26.0332,7.2274,13.2177,0.2146,0.0,0.0,0.0,-2.685,176.24880515549893
1970-01-01 18:44:11.867187500,67451.8671875,8570.5,10327.0,176.3,0.32013,206.41,3.56,77.13,339.73,0.1422,-0.0204,1.0838,8.0093,1.5611,0.2419,26.9934,7.2605,13.8574,0.2232,0.0,0.0,0.0,-2.684,176.25634717574866
1970-01-01 18:44:12.070312500,67452.0703125,8570.3,10326.5,176.3,0.32011,206.44,3.66,80.58,338.98,0.1465,-0.0194,1.0958,8.1089,1.5743,0.255,27.9726,7.3002,14.6086,0.2334,0.0,0.0,0.0,-2.683,176.263735317338
1970-01-01 18:44:12.273437500,67452.2734375,8570.2,10326.0,176.3,0.32009,206.47,3.72,83.77,338.26,0.1499,-0.0175,1.1071,8.2057,1.5552,0.267,28.6064,7.339,15.2991,0.2428,0.0,0.0,0.0,-2.682,176.27097767382486
1970-01-01 18:44:12.453125000,67452.453125,8570.1,10325.6,176.3,0.32008,206.49,3.75,86.36,337.65,0.1524,-0.0162,1.1162,8.2853,1.5214,0.2767,28.9493,7.3726,15.8546,0.2504,0.0,0.0,0.0,-2.681,176.27808237417506
1970-01-01 18:44:12.718750000,67452.71875,8540.8,10325.0,176.3,0.32006,206.53,3.74,90.4,336.65,0.1564,-0.0149,1.1297,8.4037,1.452,0.2916,29.2892,7.428,16.7083,0.2624,0.0,0.0,0.0,-2.68,176.28505757570105
1970-01-01 18:44:12.843750000,67452.84375,8540.3,10324.6,176.3,0.32004,206.55,3.7,93.1,335.96,0.1589,-0.0143,1.1377,8.4751,1.4012,0.3014,29.4356,7.4652,17.2674,0.2703,0.0,0.0,0.0,-2.679,176.29191145713517
1970-01-01 18:44:13.062500000,67453.0625,8525.1,10324.0,176.2,0.32001,206.58,3.59,97.11,334.88,0.1624,-0.0136,1.1483,8.569,1.3242,0.3157,29.5866,7.5201,18.0888,0.2822,0.0,0.0,0.0,-2.678,176.29865220573885
1970-01-01 18:44:13.289062500,67453.2890625,8569.6,10323.5,176.2,0.31999,206.62,3.44,100.73,333.86,0.1652,-0.0129,1.1561,8.6395,1.2562,0.3284,29.681,7.5671,18.8175,0.293,0.0,0.0,0.0,-2.677,176.3052879862599
1970-01-01 18:44:13.484375000,67453.484375,8524.1,10323.1,176.2,0.31997,206.64,3.28,104.08,332.88,0.1676,-0.0124,1.1622,8.6938,1.1956,0.3401,29.7468,7.6084,19.4836,0.303,0.0,0.0,0.0,-2.676,176.31182689781983
1970-01-01 18:44:13.648437500,67453.6484375,8544.2,10322.7,176.2,0.31995,206.67,3.1,107.3,331.9,0.1696,-0.0119,1.1669,8.7361,1.1399,0.3511,29.7966,7.6452,20.1163,0.3127,0.0,0.0,0.0,-2.675,176.31827694308348
1970-01-01 18:44:13.890625000,67453.890625,8569.6,10322.3,176.2,0.31992,206.7,2.85,111.27,330.65,0.1718,-0.0113,1.1712,8.7762,1.0752,0.3645,29.8452,7.6864,20.8864,0.3246,0.0,0.0,0.0,-2.674,176.32464601579372
1970-01-01 18:44:14.062500000,67454.0625,8569.7,10322.0,176.2,0.31989,206.73,2.61,114.8,329.5,0.1735,-0.0108,1.174,8.8015,1.0212,0.3764,29.8794,7.7191,21.5649,0.3352,0.0,0.0,0.0,-2.674,176.33094189448235
1970-01-01 18:44:14.273437500,67454.2734375,8569.8,10321.7,176.2,0.31987,206.76,2.37,118.18,328.35,0.1748,-0.0104,1.1757,8.817,0.9727,0.3876,29.9059,7.7464,22.2092,0.3455,0.0,0.0,0.0,-2.673,176.33717223626041
